sentence,label
"armageddon ( 1998 )  starring bruce willis , billy bob thornton , ben affleck , liv tyler , will patton , steve buscemi , michael duncan and keith david directed by michael bay rated pg-13 for planetary disaster , profanity and pillow talk theatrical aspect ratio of 2 .",1
"then on the flip side of the coin is the tired , contrived character of harry stamper ( bruce willis , who does the whole movie employing with annoying accent i can't quite place ) , the leader of the pack as well as liv tyler and ben affleck as the token lovers you must have in any summer movie .",0
"starring : michael keaton ( bruce wayne/batman ) , danny devito ( oswald cobblepot/the penguin ) , michelle pfeiffer ( selina kyle/catwoman ) , christopher walken ( max shreck ) , michael gough ( alfred pennyworth ) , pat hingle ( commissioner gordon ) directed by : tim burton , written by : daniel waters and wesley strick from a story by sam hamm based on characters created by bob kane rated pg-13 by the mpaa for violence , blood , strong languae , and sexual remarks/humor what superman ii ( 1980 ) is to superman ( 1978 ) , so is batman returns ( 1992 ) to batman ( 1989 ) .",1
"we see before the eerie credits sequence that , 33 years ago , a boy was born deformed , and , repulsed by his appearance , the parents ( one of which is played by paul reubens , a tim burton film veteran ) tossed him into the sewer ( or a storm drain - hard to tell ) and he floats his way to the "" arctic world "" attraction at gotham's zoo .",1
"devito plays a very good tormented , umbrella-wielding penguin , a man who wants to return to the world above and "" reclaim his birthright "" by becoming an appreciated member of gotham society - all while secretly plotting his own destruction schemes and revenge plots with his former circus buddies who are now his gang .",2
"danny elfman's main theme returns here , and it , along with the other music he did for this film , is much more haunting and dark this time around , with chanting often rising up from the background .",2
"the only flaws would be that , this being our second trip through gotham , maybe we aren't as dazzled as the last time ( sort of like the problem the lost world : jurassic park [1997] had to deal with after the origina jurassic park [1993] ) , and we could've made do with more time spent with batman , and perhaps less villians .",0
" 1939 , g , 222 minutes [3 hours , 42 minutes]starring : viven leigh ( katherine scarlett o'hara-hamilton-kennedy-butler ) , clark gable ( captain rhett butler ) , olivia de havilland ( melanie wilkes ) , leslie howard ( ashley wilkes ) ; written by sidney howard ; produced by david o .",1
"we're given some backstory here and learn a little about our characters , especially our main character , scarlett o'hara ( leigh ) , a beautiful southern belle with a will of steel , a cunning wit , and a tremendous sense of liberty in such an oppressive time .",2
"another scene shows her simplying trying to cross a street , but as the camera pulls back , we see that her path is blocked by hundreds of wounded soldiers , but it is their moaning that's more graphic than all the bloody gore could ever be .",1
